ID;ZeitID;KampagneID;FilialeID;ProduktID;Menge Ist;Menge Soll;Preis_ Pro_ Einheit;Waehrung;KampagnenkostenEUR;Umsatz_Ist;Umsatz_Soll;Herstellkosten;Gewinn;Produktkategorie;Hersteller;Einheit;Herstellkosten je Einheit in EUR;Kurztext;Langtext;Filiale-Bez;Anschrift;Filiale-PLZ;Filiale-Ort;Region;Region-Bez;Land;LandBez;Verkaufsleiter;Kampagne-Bez;Medienart;Verantwortlicher;KalMonatJahr;Jahr;Monat
3631;200303;3;31;17;41;44;2000,58;CHF;13798,0;82023,78;88025,51999999999;42189;39834,78;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;HP;Radio;Robert Difatta;2003-03-01;2003;März
3632;200303;3;31;80;49;52;634,76;CHF;13798,0;31103,239999999998;33007,52;15386;15717,239999999998;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;HP;Radio;Robert Difatta;2003-03-01;2003;März
3634;200305;2;32;1;54;51;2103,84;CHF;53236,0;113607,36000000002;107295,84000000001;64206;49401,360000000015;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Genève;Grenzacherweg 237;1203;Genève;EU;Europa;CH;Schweiz;Michael Holz;Tablet PC;Web mails;Sarah Hicks;2003-05-01;2003;Mai
3635;200311;2;33;31;15;17;1113,18;GBP;53236,0;16697,7;18924,06;23100;-6402,299999999999;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Cowes;Garden House;PO31 7PJ;Cowes;EU;Europa;GB;Großbritannien;Helen Bennett;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
3636;200311;2;34;1;37;44;912,22;GBP;53236,0;33752,14;40137,68;43993;-10240,86;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-London;Berkeley Gardens;WX1 6LT;London;EU;Europa;GB;Großbritannien;Elizabeth Brown;Tablet PC;Web mails;Sarah Hicks;2003-11-01;2003;November
3638;200302;3;35;80;16;19;527,21;USD;13798,0;8435,36;10016,990000000002;5024;3411,3600000000006;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
3639;200302;2;36;15;27;30;2026,96;USD;53236,0;54727,92;60808,8;33993;20734,92;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
3640;200301;2;37;31;25;28;2132,35;USD;53236,0;53308,75;59705,799999999996;38500;14808,75;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Seattle;305 - 14th Ave. S.;98128;Seattle;NA;Nordamerika;US;USA;Karl Jablonski;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
3641;200304;2;37;15;38;40;2026,96;USD;53236,0;77024,48;81078,4;47842;29182,479999999996;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Seattle;305 - 14th Ave. S.;98128;Seattle;NA;Nordamerika;US;USA;Karl Jablonski;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
3643;200302;1;16;90;146;124;361,87;EUR;987505,0;52833,020000000004;44871,88;45990;6843,020000000004;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-02-01;2003;Februar
3644;200303;1;16;90;120;119;361,87;EUR;987505,0;43424,4;43062,53;37800;5624,4000000000015;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
3645;200303;1;18;24;162;184;1079,99;EUR;987505,0;174958,38;198718,16;170100;4858,380000000005;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
3646;200310;1;18;72;176;193;283,07;EUR;987505,0;49820,32;54632,51;30624;19196,32;Tablet;Compaq;ST;174;Compaq iPAQ 3135 Monochrome Pocket PC Bundle;No Description;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-10-01;2003;Oktober
3647;200308;1;19;32;190;211;1361,87;EUR;987505,0;258755,3;287354,56999999995;146300;112455,29999999999;Notebook;Toshiba;ST;770;Toshiba Satellite 1135-S125 Notebook;180-GHz Celeron 256 MB RAM 30 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-08-01;2003;August
3648;200311;1;19;66;258;242;230,14;EUR;987505,0;59376,119999999995;55693,88;35862;23514,119999999995;Tablet;Casio;ST;139;Casio Cassiopeia BE-300 Pocket Manager;No Description;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-11-01;2003;November
3649;200312;1;19;2;182;167;1421,3;EUR;987505,0;258676,6;237357,1;154882;103794,6;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-12-01;2003;Dezember
3651;200307;3;20;17;49;40;1172,62;EUR;13798,0;57458,38;46904,799999999996;50421;7037,379999999997;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Cork;8 Johnstown Road;0;Cork;EU;Europa;IE;Irland;Patricia McKenna;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
3654;200310;2;21;1;29;24;1233,14;EUR;53236,0;35761,060000000005;29595,36;34481;1280,060000000005;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bergamo;Via Ludovico il Moro 22;24100;Bergamo;EU;Europa;IT;Italien;Giovanni Rovelli;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
3656;200302;3;22;80;33;39;372,05;EUR;13798,0;12277,65;14509,95;10362;1915,6499999999996;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Reggio Emilia;Strada Provinciale 124;42100;Reggio Emilia;EU;Europa;IT;Italien;Maurizio Moroni;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
3657;200304;4;24;50;20;16;5119,1;NOK;123240,0;102382,0;81905,6;8400;93982,0;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-04-01;2003;April
3658;200304;3;24;50;20;16;5119,1;NOK;13798,0;102382,0;81905,6;8400;93982,0;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;HP;Radio;Robert Difatta;2003-04-01;2003;April
3659;200311;4;24;50;18;17;5119,1;NOK;123240,0;92143,8;87024,70000000001;7560;84583,8;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-11-01;2003;November
3660;200311;3;24;50;18;17;5119,1;NOK;13798,0;92143,8;87024,70000000001;7560;84583,8;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;HP;Radio;Robert Difatta;2003-11-01;2003;November
3661;200302;2;25;15;46;45;5263,48;PLN;53236,0;242120,08;236856,59999999998;57914;184206,08;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Warszawa;ul. Filtrowa 68;01-012;Warszawa;EU;Europa;PL;Polen;Zbyszek Piestrzeniewicz;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
3664;200301;2;26;15;45;51;5263,48;PLN;53236,0;236856,59999999998;268437,48;56655;180201,59999999998;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Lisboa;Jardim das rosas n. 32;1675;Lisboa;EU;Europa;PL;Polen;Lino Rodriguez;Tablet PC;Web mails;Sarah Hicks;2003-01-01;2003;Januar
3665;200302;2;26;31;36;33;5537,16;PLN;53236,0;199337,76;182726,28;55440;143897,76;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Lisboa;Jardim das rosas n. 32;1675;Lisboa;EU;Europa;PL;Polen;Lino Rodriguez;Tablet PC;Web mails;Sarah Hicks;2003-02-01;2003;Februar
3672;200307;3;28;17;91;88;1172,62;EUR;13798,0;106708,41999999998;103190,56;93639;13069,419999999984;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Madrid;C/ Araquil, 67;28023;Madrid;EU;Europa;ES;Spanien;Martín Sommer;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
3684;200303;3;16;80;186;194;391,64;EUR;13798,0;72845,04;75978,16;58404;14441,039999999994;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;HP;Radio;Robert Difatta;2003-03-01;2003;März
3685;200303;1;16;80;186;194;391,64;EUR;987505,0;72845,04;75978,16;58404;14441,039999999994;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
3686;200307;1;17;12;233;190;886,31;EUR;987505,0;206510,22999999998;168398,9;130480;76030,22999999998;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Cebit 2003;Product Attachment;Shona Grimm;2003-07-01;2003;Juli
3687;200310;1;17;25;142;116;1685,19;EUR;987505,0;239296,98;195482,04;218680;20616,98000000001;Notebook;Sony;ST;1540;Sony VAIO PCG-GRT170 Notebook;280-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVDRW/CD-RW Drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Cebit 2003;Product Attachment;Shona Grimm;2003-10-01;2003;Oktober
3688;200303;1;18;2;247;257;1421,3;EUR;987505,0;351061,1;365274,1;210197;140864,09999999998;Notebook;Acer;ST;851;Acer TravelMate 233XV Notebook;20-GHz Celeron-M 256 MB RAM 30 GB Hard Drive DVD Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
3689;200307;3;19;50;197;171;586,15;EUR;13798,0;115471,54999999999;100231,65;82740;32731,54999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
3690;200307;1;19;50;197;171;586,15;EUR;987505,0;115471,54999999999;100231,65;82740;32731,54999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-07-01;2003;Juli
3692;200303;3;21;50;28;24;556,84;EUR;13798,0;15591,52;13364,16;11760;3831,5200000000004;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Bergamo;Via Ludovico il Moro 22;24100;Bergamo;EU;Europa;IT;Italien;Giovanni Rovelli;HP;Radio;Robert Difatta;2003-03-01;2003;März
3694;200310;2;22;31;37;37;1504,8;EUR;53236,0;55677,6;55677,6;56980;-1302,4000000000015;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Reggio Emilia;Strada Provinciale 124;42100;Reggio Emilia;EU;Europa;IT;Italien;Maurizio Moroni;Tablet PC;Web mails;Sarah Hicks;2003-10-01;2003;Oktober
3696;200308;2;24;15;24;27;13150,1;NOK;53236,0;315602,4;355052,7;30216;285386,4;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
3704;200306;4;29;50;19;19;5386,04;SEK;123240,0;102334,76;102334,76;7980;94354,76;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-06-01;2003;Juni
3705;200306;3;29;50;19;19;5386,04;SEK;13798,0;102334,76;102334,76;7980;94354,76;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
3707;200302;3;30;17;17;20;11342,2;SEK;13798,0;192817,40000000002;226844,0;17493;175324,40000000002;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
3708;200306;4;30;38;16;19;11095,4;SEK;123240,0;177526,4;210812,6;14496;163030,4;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive;Global Computer Suppliers-Luleå;Berguvsvägen  8;S-958 22;Luleå;EU;Europa;SE;Schweden;Christina Berglund;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-06-01;2003;Juni
3719;200309;3;34;50;43;46;411,92;GBP;13798,0;17712,56;18948,32;18060;-347,4399999999987;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-London;Berkeley Gardens;WX1 6LT;London;EU;Europa;GB;Großbritannien;Elizabeth Brown;HP;Radio;Robert Difatta;2003-09-01;2003;September
3721;200307;3;35;50;25;27;789,06;USD;13798,0;19726,5;21304,62;10500;9226,5;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Portland;89 Chiaroscuro Rd.;97219;Portland;NA;Nordamerika;US;USA;Fran Wilson;HP;Radio;Robert Difatta;2003-07-01;2003;Juli
3722;200302;3;36;17;24;26;1661,63;USD;13798,0;39879,12;43202,380000000005;24696;15183,120000000003;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;HP;Radio;Robert Difatta;2003-02-01;2003;Februar
3723;200308;3;36;17;31;36;1661,63;USD;13798,0;51510,530000000006;59818,68000000001;31899;19611,530000000006;Notebook;HP;ST;1029;HP Pavilion xt5335qv Notebook PC;253-GHz Pentium 4 512 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;HP;Radio;Robert Difatta;2003-08-01;2003;August
3724;200309;3;36;50;37;30;789,06;USD;13798,0;29195,219999999998;23671,8;15540;13655,219999999998;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;HP;Radio;Robert Difatta;2003-09-01;2003;September
3727;200311;3;37;50;36;31;789,06;USD;13798,0;28406,159999999996;24460,859999999997;15120;13286,159999999996;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-Seattle;305 - 14th Ave. S.;98128;Seattle;NA;Nordamerika;US;USA;Karl Jablonski;HP;Radio;Robert Difatta;2003-11-01;2003;November
3730;200307;1;16;12;134;126;886,31;EUR;987505,0;118765,54;111675,06;75040;43725,53999999999;Notebook;Compaq;ST;560;Compaq Presario 1215 Notebook;1-GHz Athlon 128 MB RAM 20 GB hard drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-07-01;2003;Juli
3731;200308;2;16;15;142;125;1505,71;EUR;53236,0;213810,82;188213,75;178778;35032,82000000001;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Tablet PC;Web mails;Sarah Hicks;2003-08-01;2003;August
3732;200308;1;16;15;142;125;1505,71;EUR;987505,0;213810,82;188213,75;178778;35032,82000000001;Tablet PC;Compaq;ST;1259;Compaq TC1000T Tablet PC 470045-149;10 GHz Transmeta Crusoe 256MB RAM 40GB hard drive;Global Computer Suppliers-Berlin;Obere Str. 57;12209;Berlin;EU;Europa;DE;Deutschland;Maria Anders;Cebit 2003;Product Attachment;Shona Grimm;2003-08-01;2003;August
3733;200305;1;17;44;195;203;495,44;EUR;987505,0;96610,8;100574,31999999999;54600;42010,8;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Frankfurt a.M.;Magazinweg 7;60528;Frankfurt a.M.;EU;Europa;DE;Deutschland;Renate Messner;Cebit 2003;Product Attachment;Shona Grimm;2003-05-01;2003;Mai
3734;200309;1;18;24;225;238;1079,99;EUR;987505,0;242997,75;257037,62;236250;6747,75;Notebook;Sony;ST;1050;Sony VAIO PCG-FRV25 Notebook;266-GHz Pentium 4 512 MB RAM 40 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-09-01;2003;September
3735;200309;1;18;38;205;200;1207,48;EUR;987505,0;247533,4;241496,0;185730;61803,399999999994;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive;Global Computer Suppliers-München;Berliner Platz 43;80805;München;EU;Europa;DE;Deutschland;Peter Franken;Cebit 2003;Product Attachment;Shona Grimm;2003-09-01;2003;September
3736;200303;1;19;38;276;245;1207,48;EUR;987505,0;333264,48;295832,6;250056;83208,47999999998;Desktop;Apple;ST;906;Apple eMac Desktop 17 M8951LL/A;10-GHz PowerPC G4 256 MB RAM 80 GB Hard Drive DVD-RW/CD-RW Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-03-01;2003;März
3737;200304;2;19;1;247;219;1298,04;EUR;53236,0;320615,88;284270,76;293683;26932,880000000005;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Tablet PC;Web mails;Sarah Hicks;2003-04-01;2003;April
3738;200304;1;19;1;247;219;1298,04;EUR;987505,0;320615,88;284270,76;293683;26932,880000000005;Tablet PC;Acer;ST;1189;Acer TM C104TCi Tablet PC;900-MHz PIII-M 256 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-04-01;2003;April
3739;200307;1;19;44;182;205;495,44;EUR;987505,0;90170,08;101565,2;50960;39210,08;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-07-01;2003;Juli
3740;200308;1;19;90;181;195;361,87;EUR;987505,0;65498,47;70564,65;57015;8483,470000000001;Tablet;Sony;ST;315;Sony Clie PEG-NX60 (Silver) Handheld;No Description;Global Computer Suppliers-Stuttgart;Adenauerallee 900;70563;Stuttgart;EU;Europa;DE;Deutschland;Rita Müller;Cebit 2003;Product Attachment;Shona Grimm;2003-08-01;2003;August
3745;200302;4;24;44;21;22;4326,92;NOK;123240,0;90865,32;95192,24;5880;84985,32;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-02-01;2003;Februar
3746;200312;4;24;40;19;23;14362,0;NOK;123240,0;272878,0;330326,0;15219;257659,0;Desktop;Apple;ST;801;Apple Power Mac Desktop M8839LL/A;10-GHz PowerPC G4 256 MB RAM 60 GB Hard Drive DVD/CD-RW Drive;Global Computer Suppliers-Stavern;Erling Skakkes gate 78;4110;Stavern;EU;Europa;NO;Norwegen;Jonas Bergulfsen;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-12-01;2003;Dezember
3749;200311;3;26;80;39;41;1369,03;PLN;13798,0;53392,17;56130,229999999996;12246;41146,17;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Lisboa;Jardim das rosas n. 32;1675;Lisboa;EU;Europa;PL;Polen;Lino Rodriguez;HP;Radio;Robert Difatta;2003-11-01;2003;November
3754;200310;4;29;44;26;21;4552,55;SEK;123240,0;118366,3;95603,55;7280;111086,3;Desktop;Compaq;ST;280;Compaq Presario 6400NX Desktop PC;153 GHz Athlon XP 1800 128MB RAM 40GB hard drive;Global Computer Suppliers-Bräcke;Åkergatan 24;S-844 67;Bräcke;EU;Europa;SE;Schweden;Maria Larsson;Desktop Nord Europa;Zeitungsbeilage;Marilyn Schaidt;2003-10-01;2003;Oktober
3757;200311;3;31;80;51;47;634,76;CHF;13798,0;32372,76;29833,72;16014;16358,759999999998;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;HP;Radio;Robert Difatta;2003-11-01;2003;November
3758;200312;2;31;31;42;42;2567,32;CHF;53236,0;107827,44;107827,44;64680;43147,44;Tablet PC;Toshiba;ST;1540;Toshiba Portege 3505 Tablet PC;133-GHz Pentium III 512 MB RAM 40 GB Hard Drive;Global Computer Suppliers-Bern;Hauptstr. 29;3012;Bern;EU;Europa;CH;Schweiz;Yang Wang;Tablet PC;Web mails;Sarah Hicks;2003-12-01;2003;Dezember
3761;200301;3;34;80;46;45;275,23;GBP;13798,0;12660,580000000002;12385,35;14444;-1783,4199999999983;Tablet;HP;ST;314;HP Jornada 420 Palm-Size PC;No Description;Global Computer Suppliers-London;Berkeley Gardens;WX1 6LT;London;EU;Europa;GB;Großbritannien;Elizabeth Brown;HP;Radio;Robert Difatta;2003-01-01;2003;Januar
3765;200306;3;36;50;35;41;789,06;USD;13798,0;27617,1;32351,46;14700;12917,099999999999;Desktop;HP;ST;420;HP Pavilion 514n Desktop PC;22 GHz Celeron 256MB RAM 60GB hard drive;Global Computer Suppliers-San Francisco;87 Polk St.;94117;San Francisco;NA;Nordamerika;US;USA;Jaime Yorres;HP;Radio;Robert Difatta;2003-06-01;2003;Juni
